LAST SEEN             TYPE      REASON                   OBJECT                                  MESSAGE
33m                   Normal    Pulled                   Pod/cilium-rgjw4                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
33m                   Normal    Started                  Pod/cilium-rlrbn                        Started container mount-bpf-fs
33m                   Normal    Started                  Pod/cilium-9rch8                        Started container clean-cilium-state
33m                   Normal    Pulled                   Pod/cilium-2wlx7                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
33m                   Normal    Started                  Pod/cilium-rgjw4                        Started container mount-bpf-fs
33m                   Normal    Pulled                   Pod/cilium-rlrbn                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
33m                   Normal    Created                  Pod/cilium-rlrbn                        Created container mount-bpf-fs
33m                   Normal    Pulled                   Pod/cilium-7z2zj                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
33m                   Normal    Created                  Pod/cilium-7z2zj                        Created container clean-cilium-state
33m                   Normal    Started                  Pod/cilium-7z2zj                        Started container clean-cilium-state
33m                   Normal    Started                  Pod/cilium-r7zxp                        Started container install-cni-binaries
33m                   Normal    Pulled                   Pod/cilium-zcpbd                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
33m                   Normal    Pulled                   Pod/cilium-7z2zj                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
33m                   Normal    Created                  Pod/cilium-7z2zj                        Created container install-cni-binaries
33m                   Normal    Started                  Pod/cilium-7z2zj                        Started container install-cni-binaries
33m                   Normal    Pulled                   Pod/cilium-xstkz                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
33m                   Normal    Created                  Pod/cilium-xstkz                        Created container install-cni-binaries
33m                   Normal    Started                  Pod/cilium-xstkz                        Started container install-cni-binaries
33m                   Normal    Created                  Pod/cilium-2wlx7                        Created container install-cni-binaries
33m                   Normal    Pulled                   Pod/cilium-2wlx7                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
33m                   Normal    Pulled                   Pod/cilium-9rch8                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
33m                   Normal    Started                  Pod/cilium-rlrbn                        Started container clean-cilium-state
33m                   Normal    Created                  Pod/cilium-rlrbn                        Created container clean-cilium-state
33m                   Normal    Pulled                   Pod/cilium-rlrbn                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
33m                   Normal    Created                  Pod/cilium-9rch8                        Created container install-cni-binaries
33m                   Normal    Started                  Pod/cilium-9rch8                        Started container install-cni-binaries
33m                   Normal    Pulled                   Pod/cilium-554qw                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
33m                   Normal    Created                  Pod/cilium-554qw                        Created container clean-cilium-state
33m                   Normal    Started                  Pod/cilium-554qw                        Started container clean-cilium-state
33m                   Normal    Pulled                   Pod/cilium-r7zxp                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
33m                   Normal    Created                  Pod/cilium-r7zxp                        Created container install-cni-binaries
33m                   Normal    Pulled                   Pod/cilium-rgjw4                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
33m                   Normal    Started                  Pod/cilium-zcpbd                        Started container install-cni-binaries
33m                   Normal    Started                  Pod/cilium-rgjw4                        Started container clean-cilium-state
33m                   Normal    Created                  Pod/cilium-rgjw4                        Created container clean-cilium-state
33m                   Normal    Started                  Pod/cilium-2wlx7                        Started container install-cni-binaries
33m                   Normal    Created                  Pod/cilium-zcpbd                        Created container install-cni-binaries
33m                   Normal    Pulled                   Pod/cilium-rgjw4                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
33m                   Normal    Started                  Pod/cilium-554qw                        Started container install-cni-binaries
33m                   Normal    Created                  Pod/cilium-554qw                        Created container install-cni-binaries
33m                   Normal    Pulled                   Pod/cilium-554qw                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
33m                   Normal    Created                  Pod/cilium-rgjw4                        Created container install-cni-binaries
33m                   Normal    Started                  Pod/cilium-rgjw4                        Started container install-cni-binaries
33m                   Normal    Pulled                   Pod/cilium-rlrbn                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
33m                   Normal    Created                  Pod/cilium-rlrbn                        Created container install-cni-binaries
33m                   Normal    Started                  Pod/cilium-rlrbn                        Started container install-cni-binaries
33m (x2 over 33m)     Normal    Created                  Pod/cilium-xstkz                        Created container cilium-agent
33m                   Normal    Started                  Pod/cilium-operator-5bd5fbd99d-rcxrf    Started container cilium-operator
33m (x2 over 33m)     Normal    Created                  Pod/cilium-2wlx7                        Created container cilium-agent
33m (x2 over 33m)     Normal    Started                  Pod/cilium-2wlx7                        Started container cilium-agent
33m                   Normal    Pulled                   Pod/cilium-operator-5bd5fbd99d-rcxrf    Successfully pulled image "quay.io/cilium/operator-generic:v1.18.2@sha256:cb4e4ffc5789fd5ff6a534e3b1460623df61cba00f5ea1c7b40153b5efb81805" in 6.315s (6.315s including waiting)
33m (x2 over 33m)     Normal    Pulled                   Pod/cilium-9rch8                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
33m                   Normal    Created                  Pod/cilium-operator-5bd5fbd99d-rcxrf    Created container cilium-operator
33m (x2 over 33m)     Normal    Pulled                   Pod/cilium-r7zxp                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
33m (x2 over 33m)     Normal    Created                  Pod/cilium-r7zxp                        Created container cilium-agent
33m (x2 over 33m)     Normal    Started                  Pod/cilium-r7zxp                        Started container cilium-agent
33m (x2 over 33m)     Normal    Created                  Pod/cilium-9rch8                        Created container cilium-agent
33m (x2 over 33m)     Normal    Pulled                   Pod/cilium-2wlx7                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
33m (x2 over 33m)     Normal    Started                  Pod/cilium-9rch8                        Started container cilium-agent
33m (x2 over 33m)     Normal    Started                  Pod/cilium-zcpbd                        Started container cilium-agent
33m (x2 over 33m)     Normal    Created                  Pod/cilium-zcpbd                        Created container cilium-agent
33m (x2 over 33m)     Normal    Pulled                   Pod/cilium-zcpbd                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
33m (x2 over 33m)     Normal    Pulled                   Pod/cilium-7z2zj                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
33m (x2 over 33m)     Normal    Created                  Pod/cilium-7z2zj                        Created container cilium-agent
33m (x2 over 33m)     Normal    Started                  Pod/cilium-xstkz                        Started container cilium-agent
33m (x2 over 33m)     Normal    Pulled                   Pod/cilium-xstkz                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
33m (x2 over 33m)     Normal    Started                  Pod/cilium-7z2zj                        Started container cilium-agent
33m (x2 over 33m)     Normal    Created                  Pod/cilium-554qw                        Created container cilium-agent
33m                   Warning   BackOff                  Pod/cilium-7z2zj                        Back-off restarting failed container cilium-agent in pod cilium-7z2zj_kube-system(c6898160-aaf8-4ab9-bfa7-36286038f741)
33m                   Warning   BackOff                  Pod/cilium-2wlx7                        Back-off restarting failed container cilium-agent in pod cilium-2wlx7_kube-system(338aa89b-94eb-4579-aa0b-2f589d7fc869)
33m                   Warning   BackOff                  Pod/cilium-r7zxp                        Back-off restarting failed container cilium-agent in pod cilium-r7zxp_kube-system(c32e8bdc-5c2e-48d3-9a55-e7d981fb65ce)
33m (x2 over 33m)     Normal    Pulled                   Pod/cilium-rgjw4                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
33m (x2 over 33m)     Normal    Created                  Pod/cilium-rgjw4                        Created container cilium-agent
33m (x2 over 33m)     Normal    Started                  Pod/cilium-rgjw4                        Started container cilium-agent
33m                   Warning   BackOff                  Pod/cilium-zcpbd                        Back-off restarting failed container cilium-agent in pod cilium-zcpbd_kube-system(b9e1bde8-6142-4bd9-9f7a-490cb9cc0b4c)
33m (x2 over 33m)     Normal    Started                  Pod/cilium-554qw                        Started container cilium-agent
33m (x2 over 33m)     Normal    Pulled                   Pod/cilium-554qw                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
33m                   Warning   BackOff                  Pod/cilium-9rch8                        Back-off restarting failed container cilium-agent in pod cilium-9rch8_kube-system(4860525b-29a1-4b9a-92d2-8fbb4fae9fab)
33m                   Warning   BackOff                  Pod/cilium-xstkz                        Back-off restarting failed container cilium-agent in pod cilium-xstkz_kube-system(8e4760b5-39fc-4cd5-be97-35f5017502cc)
33m (x2 over 33m)     Normal    Pulled                   Pod/cilium-rlrbn                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
33m (x2 over 33m)     Normal    Started                  Pod/cilium-rlrbn                        Started container cilium-agent
33m (x2 over 33m)     Normal    Created                  Pod/cilium-rlrbn                        Created container cilium-agent
33m                   Warning   BackOff                  Pod/cilium-554qw                        Back-off restarting failed container cilium-agent in pod cilium-554qw_kube-system(f9ec8d48-e229-480c-a350-5b219618ade7)
33m                   Warning   BackOff                  Pod/cilium-rlrbn                        Back-off restarting failed container cilium-agent in pod cilium-rlrbn_kube-system(fad00ee7-7e7b-4d24-9759-f31c91fb038e)
33m                   Warning   BackOff                  Pod/cilium-rgjw4                        Back-off restarting failed container cilium-agent in pod cilium-rgjw4_kube-system(7677d9d0-4e36-4683-92d2-f30827ae4dcf)
33m (x16 over 57m)    Warning   Unhealthy                Pod/hubble-relay-5857dc6b44-5bgpw       Readiness probe failed: service unhealthy (responded with "NOT_SERVING")
29m (x160 over 73m)   Warning   Unhealthy                Pod/hubble-relay-5857dc6b44-5bgpw       Startup probe failed: service unhealthy (responded with "NOT_SERVING")
29m                   Normal    Pulled                   Pod/cilium-c5xdg                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
29m                   Normal    Created                  Pod/cilium-operator-5bd5fbd99d-l4pm9    Created container cilium-operator
29m                   Normal    Started                  Pod/cilium-c5xdg                        Started container config
29m                   Normal    Pulled                   Pod/cilium-d6s85                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
29m                   Normal    Created                  Pod/cilium-c5xdg                        Created container mount-cgroup
29m                   Normal    Created                  Pod/cilium-d6s85                        Created container config
29m                   Normal    Started                  Pod/cilium-d6s85                        Started container config
29m                   Normal    Created                  Pod/cilium-c5xdg                        Created container config
29m                   Normal    Pulled                   Pod/cilium-c5xdg                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
29m                   Normal    SuccessfulCreate         ReplicaSet/cilium-operator-5bd5fbd99d   Created pod: cilium-operator-5bd5fbd99d-l4pm9
29m                   Normal    Killing                  Pod/cilium-operator-5bd5fbd99d-rcxrf    Stopping container cilium-operator
29m                   Normal    Created                  Pod/cilium-wxn9b                        Created container config
29m                   Normal    Pulled                   Pod/cilium-wxn9b                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
29m                   Normal    Pulled                   Pod/cilium-7f67d                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
29m                   Normal    Pulled                   Pod/cilium-9kw74                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
29m                   Normal    Created                  Pod/cilium-9kw74                        Created container config
29m                   Normal    Started                  Pod/cilium-wxn9b                        Started container config
29m                   Normal    Started                  Pod/cilium-9kw74                        Started container config
29m                   Normal    Pulled                   Pod/cilium-operator-5bd5fbd99d-l4pm9    Container image "quay.io/cilium/operator-generic:v1.18.2@sha256:cb4e4ffc5789fd5ff6a534e3b1460623df61cba00f5ea1c7b40153b5efb81805" already present on machine
29m                   Normal    Started                  Pod/cilium-5x956                        Started container config
29m                   Normal    Started                  Pod/cilium-operator-5bd5fbd99d-l4pm9    Started container cilium-operator
29m                   Normal    Created                  Pod/cilium-7f67d                        Created container config
29m                   Normal    Pulled                   Pod/cilium-7cdxg                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
29m                   Normal    Created                  Pod/cilium-7cdxg                        Created container config
29m                   Normal    Started                  Pod/cilium-7cdxg                        Started container config
29m                   Normal    Started                  Pod/cilium-7f67d                        Started container config
29m                   Normal    Pulled                   Pod/cilium-kqncp                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
29m                   Normal    Created                  Pod/cilium-kqncp                        Created container config
29m                   Normal    Started                  Pod/cilium-kqncp                        Started container config
29m                   Normal    Pulled                   Pod/cilium-9kw74                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
29m                   Normal    Created                  Pod/cilium-9kw74                        Created container mount-cgroup
29m                   Normal    Started                  Pod/cilium-9kw74                        Started container mount-cgroup
29m                   Normal    Pulled                   Pod/cilium-7f67d                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
29m                   Normal    Created                  Pod/cilium-7f67d                        Created container mount-cgroup
29m                   Normal    Pulled                   Pod/cilium-cd8h2                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
29m                   Normal    Created                  Pod/cilium-cd8h2                        Created container config
29m                   Normal    Started                  Pod/cilium-cd8h2                        Started container config
29m                   Normal    Pulled                   Pod/cilium-5x956                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
29m                   Warning   Unhealthy                Pod/cilium-operator-5bd5fbd99d-l4pm9    Readiness probe failed: Get "http://127.0.0.1:9234/healthz": dial tcp 127.0.0.1:9234: connect: connection refused
29m                   Normal    Created                  Pod/cilium-5x956                        Created container config
29m                   Normal    Scheduled                Pod/cilium-kqncp                        Successfully assigned kube-system/cilium-kqncp to robotics-dev-worker6
29m                   Normal    Scheduled                Pod/cilium-7cdxg                        Successfully assigned kube-system/cilium-7cdxg to robotics-dev-worker5
29m                   Normal    Scheduled                Pod/cilium-d6s85                        Successfully assigned kube-system/cilium-d6s85 to robotics-dev-control-plane3
29m                   Normal    Scheduled                Pod/cilium-c5xdg                        Successfully assigned kube-system/cilium-c5xdg to robotics-dev-worker4
29m                   Normal    Scheduled                Pod/cilium-operator-5bd5fbd99d-l4pm9    Successfully assigned kube-system/cilium-operator-5bd5fbd99d-l4pm9 to robotics-dev-worker4
29m                   Normal    Scheduled                Pod/cilium-9kw74                        Successfully assigned kube-system/cilium-9kw74 to robotics-dev-worker2
29m                   Normal    Scheduled                Pod/cilium-7f67d                        Successfully assigned kube-system/cilium-7f67d to robotics-dev-control-plane2
29m                   Normal    Scheduled                Pod/cilium-wxn9b                        Successfully assigned kube-system/cilium-wxn9b to robotics-dev-worker
29m                   Normal    Scheduled                Pod/cilium-5x956                        Successfully assigned kube-system/cilium-5x956 to robotics-dev-control-plane
29m                   Normal    Scheduled                Pod/cilium-cd8h2                        Successfully assigned kube-system/cilium-cd8h2 to robotics-dev-worker3
29m                   Normal    Pulled                   Pod/cilium-c5xdg                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
29m                   Normal    Started                  Pod/cilium-wxn9b                        Started container mount-cgroup
29m                   Normal    Pulled                   Pod/cilium-5x956                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
29m                   Normal    Created                  Pod/cilium-5x956                        Created container mount-cgroup
29m                   Normal    Started                  Pod/cilium-5x956                        Started container mount-cgroup
29m                   Normal    Started                  Pod/cilium-9kw74                        Started container apply-sysctl-overwrites
29m                   Normal    Created                  Pod/cilium-9kw74                        Created container apply-sysctl-overwrites
29m                   Normal    Pulled                   Pod/cilium-9kw74                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
29m                   Normal    Started                  Pod/cilium-d6s85                        Started container mount-cgroup
29m                   Normal    Created                  Pod/cilium-d6s85                        Created container mount-cgroup
29m                   Normal    Pulled                   Pod/cilium-d6s85                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
29m                   Normal    Started                  Pod/cilium-c5xdg                        Started container mount-cgroup
29m                   Normal    Created                  Pod/cilium-c5xdg                        Created container apply-sysctl-overwrites
29m                   Normal    Pulled                   Pod/cilium-kqncp                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
29m                   Normal    Created                  Pod/cilium-kqncp                        Created container mount-cgroup
29m                   Normal    Started                  Pod/cilium-kqncp                        Started container mount-cgroup
29m                   Normal    Pulled                   Pod/cilium-cd8h2                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
29m                   Normal    Created                  Pod/cilium-cd8h2                        Created container mount-cgroup
29m                   Normal    Started                  Pod/cilium-cd8h2                        Started container mount-cgroup
29m                   Normal    Created                  Pod/cilium-7f67d                        Created container apply-sysctl-overwrites
29m                   Normal    Pulled                   Pod/cilium-7f67d                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
29m                   Normal    Started                  Pod/cilium-7f67d                        Started container mount-cgroup
29m                   Normal    Pulled                   Pod/cilium-7cdxg                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
29m                   Normal    Created                  Pod/cilium-7cdxg                        Created container mount-cgroup
29m                   Normal    Started                  Pod/cilium-7cdxg                        Started container mount-cgroup
29m                   Normal    Pulled                   Pod/cilium-wxn9b                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
29m                   Normal    Created                  Pod/cilium-wxn9b                        Created container mount-cgroup
29m                   Normal    Created                  Pod/cilium-9kw74                        Created container mount-bpf-fs
29m                   Normal    Created                  Pod/cilium-kqncp                        Created container apply-sysctl-overwrites
29m                   Normal    Created                  Pod/cilium-7cdxg                        Created container apply-sysctl-overwrites
29m                   Normal    Pulled                   Pod/cilium-5x956                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
29m                   Normal    Pulled                   Pod/cilium-wxn9b                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
29m                   Normal    Created                  Pod/cilium-5x956                        Created container apply-sysctl-overwrites
29m                   Normal    Started                  Pod/cilium-5x956                        Started container apply-sysctl-overwrites
29m                   Normal    Started                  Pod/cilium-cd8h2                        Started container apply-sysctl-overwrites
29m                   Normal    Created                  Pod/cilium-cd8h2                        Created container apply-sysctl-overwrites
29m                   Normal    Pulled                   Pod/cilium-cd8h2                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
29m                   Normal    Started                  Pod/cilium-kqncp                        Started container apply-sysctl-overwrites
29m                   Normal    Created                  Pod/cilium-7f67d                        Created container mount-bpf-fs
29m                   Normal    Started                  Pod/cilium-7cdxg                        Started container apply-sysctl-overwrites
29m                   Normal    Pulled                   Pod/cilium-kqncp                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
29m                   Normal    Pulled                   Pod/cilium-7f67d                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
29m                   Normal    Started                  Pod/cilium-7f67d                        Started container apply-sysctl-overwrites
29m                   Normal    Started                  Pod/cilium-wxn9b                        Started container apply-sysctl-overwrites
29m                   Normal    Started                  Pod/cilium-9kw74                        Started container mount-bpf-fs
29m                   Normal    Pulled                   Pod/cilium-7cdxg                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
29m                   Normal    Pulled                   Pod/cilium-9kw74                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
29m                   Normal    Created                  Pod/cilium-wxn9b                        Created container apply-sysctl-overwrites
29m                   Normal    Created                  Pod/cilium-c5xdg                        Created container mount-bpf-fs
29m                   Normal    Pulled                   Pod/cilium-c5xdg                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
29m                   Normal    Started                  Pod/cilium-d6s85                        Started container apply-sysctl-overwrites
29m                   Normal    Created                  Pod/cilium-d6s85                        Created container apply-sysctl-overwrites
29m                   Normal    Pulled                   Pod/cilium-d6s85                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
29m                   Normal    Started                  Pod/cilium-c5xdg                        Started container apply-sysctl-overwrites
29m                   Normal    Pulled                   Pod/cilium-d6s85                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
29m                   Normal    Created                  Pod/cilium-d6s85                        Created container mount-bpf-fs
29m                   Normal    Started                  Pod/cilium-c5xdg                        Started container mount-bpf-fs
29m                   Normal    Pulled                   Pod/cilium-c5xdg                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
29m                   Normal    Created                  Pod/cilium-c5xdg                        Created container clean-cilium-state
29m                   Normal    Started                  Pod/cilium-d6s85                        Started container mount-bpf-fs
29m                   Normal    Pulled                   Pod/cilium-9kw74                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
29m                   Normal    Started                  Pod/cilium-7cdxg                        Started container mount-bpf-fs
29m                   Normal    Created                  Pod/cilium-7cdxg                        Created container mount-bpf-fs
29m                   Normal    Started                  Pod/cilium-wxn9b                        Started container mount-bpf-fs
29m                   Normal    Created                  Pod/cilium-wxn9b                        Created container mount-bpf-fs
29m                   Normal    Pulled                   Pod/cilium-wxn9b                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
29m                   Normal    Pulled                   Pod/cilium-7cdxg                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
29m                   Normal    Created                  Pod/cilium-9kw74                        Created container clean-cilium-state
29m                   Normal    Started                  Pod/cilium-9kw74                        Started container clean-cilium-state
29m                   Normal    Pulled                   Pod/cilium-kqncp                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
29m                   Normal    Created                  Pod/cilium-kqncp                        Created container mount-bpf-fs
29m                   Normal    Started                  Pod/cilium-5x956                        Started container mount-bpf-fs
29m                   Normal    Created                  Pod/cilium-5x956                        Created container mount-bpf-fs
29m                   Normal    Pulled                   Pod/cilium-5x956                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
29m                   Normal    Pulled                   Pod/cilium-cd8h2                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
29m                   Normal    Created                  Pod/cilium-cd8h2                        Created container mount-bpf-fs
29m                   Normal    Started                  Pod/cilium-cd8h2                        Started container mount-bpf-fs
